"TIME","TIME_LABEL","GEO","COICOP","UNIT","Value"
"2015","2015","European Free Trade Association","Furniture and furnishings, carpets and other floor coverings","Per mille",":"
"2015","2015","European Free Trade Association","Furniture and furnishings","Per mille",":"
"2015","2015","European Free Trade Association","Carpets and other floor coverings","Per mille",":"
"2015","2015","European Free Trade Association","Repair of furniture, furnishings and floor coverings","Per mille",":"
"2015","2015","European Free Trade Association","Household textiles","Per mille",":"
"2015","2015","European Free Trade Association","Household textiles","Per mille",":"
"2015","2015","European Free Trade Association","Household appliances","Per mille",":"
"2015","2015","European Free Trade Association","Major household appliances whether electric or not","Per mille",":"
"2015","2015","European Free Trade Association","Small electric household appliances","Per mille",":"
"2015","2015","European Free Trade Association","Repair of household appliances","Per mille",":"
"2015","2015","European Free Trade Association","Glassware, tableware and household utensils","Per mille",":"
"2015","2015","European Free Trade Association","Glassware, tableware and household utensils","Per mille",":"
"2015","2015","European Free Trade Association","Tools and equipment for house and garden","Per mille",":"
"2015","2015","European Free Trade Association","Major tools and equipment","Per mille",":"
"2015","2015","European Free Trade Association","Small tools and miscellaneous accessories","Per mille",":"
"2015","2015","European Free Trade Association","Goods and services for routine household maintenance","Per mille",":"
"2015","2015","European Free Trade Association","Non-durable household goods","Per mille",":"
"2015","2015","European Free Trade Association","Domestic services and household services","Per mille",":"
"2015","2015","European Free Trade Association","Health","Per mille",":"
"2015","2015","European Free Trade Association","Medical products, appliances and equipment","Per mille",":"
"2015","2015","European Free Trade Association","Pharmaceutical products","Per mille",":"
"2015","2015","European Free Trade Association","Other medical products","Per mille",":"
"2015","2015","European Free Trade Association","Therapeutic appliances and equipment","Per mille",":"
"2015","2015","European Free Trade Association","Out-patient services","Per mille",":"
"2015","2015","European Free Trade Association","Medical services","Per mille",":"
"2015","2015","European Free Trade Association","Dental services","Per mille",":"
"2015","2015","European Free Trade Association","Paramedical services","Per mille",":"
"2015","2015","European Free Trade Association","Hospital services","Per mille",":"
"2015","2015","European Free Trade Association","Hospital services","Per mille",":"
"2015","2015","European Free Trade Association","Transport","Per mille",":"
"2015","2015","European Free Trade Association","Purchase of vehicles","Per mille",":"
"2015","2015","European Free Trade Association","Motor cars","Per mille",":"
"2015","2015","European Free Trade Association","Motor cycles","Per mille",":"
"2015","2015","European Free Trade Association","Bicycles","Per mille",":"
"2015","2015","European Free Trade Association","Animal drawn vehicles","Per mille",":"
"2015","2015","European Free Trade Association","Operation of personal transport equipment","Per mille",":"
"2015","2015","European Free Trade Association","Spare parts and accessories for personal transport equipment","Per mille",":"
"2015","2015","European Free Trade Association","Fuels and lubricants for personal transport equipment","Per mille",":"
"2015","2015","European Free Trade Association","Maintenance and repair of personal transport equipment","Per mille",":"
"2015","2015","European Free Trade Association","Other services in respect of personal transport equipment","Per mille",":"
"2015","2015","European Free Trade Association","Transport services","Per mille",":"
"2015","2015","European Free Trade Association","Passenger transport by railway","Per mille",":"
"2015","2015","European Free Trade Association","Passenger transport by road","Per mille",":"
"2015","2015","European Free Trade Association","Passenger transport by air","Per mille",":"
"2015","2015","European Free Trade Association","Passenger transport by sea and inland waterway","Per mille",":"
"2015","2015","European Free Trade Association","Combined passenger transport","Per mille",":"
"2015","2015","European Free Trade Association","Other purchased transport services","Per mille",":"
"2015","2015","European Free Trade Association","Communications","Per mille",":"
"2015","2015","European Free Trade Association","Postal services","Per mille",":"
"2015","2015","European Free Trade Association","Postal services","Per mille",":"
"2015","2015","European Free Trade Association","Telephone and telefax equipment","Per mille",":"
"2015","2015","European Free Trade Association","Telephone and telefax equipment","Per mille",":"
"2015","2015","European Free Trade Association","Telephone and telefax services","Per mille",":"
"2015","2015","European Free Trade Association","Telephone and telefax services","Per mille",":"
"2015","2015","European Free Trade Association","Recreation and culture","Per mille",":"
"2015","2015","European Free Trade Association","Audio-visual, photographic and information processing equipment","Per mille",":"
"2015","2015","European Free Trade Association","Equipment for the reception, recording and reproduction of sound and picture","Per mille",":"
"2015","2015","European Free Trade Association","Photographic and cinematographic equipment and optical instruments","Per mille",":"
"2015","2015","European Free Trade Association","Information processing equipment","Per mille",":"
"2015","2015","European Free Trade Association","Recording media","Per mille",":"
"2015","2015","European Free Trade Association","Repair of audio-visual, photographic and information processing equipment","Per mille",":"
"2015","2015","European Free Trade Association","Other major durables for recreation and culture","Per mille",":"
"2015","2015","European Free Trade Association","Major durables for outdoor recreation","Per mille",":"
"2015","2015","European Free Trade Association","Musical instruments and major durables for indoor recreation","Per mille",":"
"2015","2015","European Free Trade Association","Maintenance and repair of other major durables for recreation and culture","Per mille",":"
"2015","2015","European Free Trade Association","Other recreational items and equipment, gardens and pets","Per mille",":"
"2015","2015","European Free Trade Association","Games, toys and hobbies","Per mille",":"
"2015","2015","European Free Trade Association","Equipment for sport, camping and open-air recreation","Per mille",":"
"2015","2015","European Free Trade Association","Gardens, plants and flowers","Per mille",":"
"2015","2015","European Free Trade Association","Pets and related products","Per mille",":"
"2015","2015","European Free Trade Association","Veterinary and other services for pets","Per mille",":"
"2015","2015","European Free Trade Association","Recreational and cultural services","Per mille",":"
"2015","2015","European Free Trade Association","Recreational and sporting services","Per mille",":"
"2015","2015","European Free Trade Association","Cultural services","Per mille",":"
"2015","2015","European Free Trade Association","Games of chance","Per mille",":"
"2015","2015","European Free Trade Association","Newspapers, books and stationery","Per mille",":"
"2015","2015","European Free Trade Association","Books","Per mille",":"
"2015","2015","European Free Trade Association","Newspapers and periodicals","Per mille",":"
"2015","2015","European Free Trade Association","Miscellaneous printed matter","Per mille",":"
"2015","2015","European Free Trade Association","Stationery and drawing materials","Per mille",":"
"2015","2015","European Free Trade Association","Package holidays","Per mille",":"
"2015","2015","European Free Trade Association","Package holidays","Per mille",":"
"2015","2015","European Free Trade Association","Education","Per mille",":"
"2015","2015","European Free Trade Association","Pre-primary and primary education","Per mille",":"
"2015","2015","European Free Trade Association","Pre-primary and primary education","Per mille",":"
"2015","2015","European Free Trade Association","Secondary education","Per mille",":"
"2015","2015","European Free Trade Association","Secondary education","Per mille",":"
"2015","2015","European Free Trade Association","Post-secondary non-tertiary education","Per mille",":"
"2015","2015","European Free Trade Association","Post-secondary non-tertiary education","Per mille",":"
"2015","2015","European Free Trade Association","Tertiary education","Per mille",":"
"2015","2015","European Free Trade Association","Tertiary education","Per mille",":"
"2015","2015","European Free Trade Association","Education not definable by level","Per mille",":"
"2015","2015","European Free Trade Association","Education not definable by level","Per mille",":"
"2015","2015","European Free Trade Association","Restaurants and hotels","Per mille",":"
"2015","2015","European Free Trade Association","Catering services","Per mille",":"
"2015","2015","European Free Trade Association","Restaurants, cafés and the like","Per mille",":"
"2015","2015","European Free Trade Association","Canteens","Per mille",":"
"2015","2015","European Free Trade Association","Accommodation services","Per mille",":"
"2015","2015","European Free Trade Association","Accommodation services ","Per mille",":"
"2015","2015","European Free Trade Association","Miscellaneous goods and services","Per mille",":"
"2015","2015","European Free Trade Association","Personal care","Per mille",":"
"2015","2015","European Free Trade Association","Hairdressing salons and personal grooming establishments","Per mille",":"
"2015","2015","European Free Trade Association","Electrical appliances for personal care","Per mille",":"
"2015","2015","European Free Trade Association","Other appliances, articles and products for personal care ","Per mille",":"
"2015","2015","European Free Trade Association","Prostitution","Per mille",":"
"2015","2015","European Free Trade Association","Prostitution","Per mille",":"
"2015","2015","European Free Trade Association","Personal effects n.e.c.","Per mille",":"
"2015","2015","European Free Trade Association","Jewellery, clocks and watches","Per mille",":"
"2015","2015","European Free Trade Association","Other personal effects","Per mille",":"
"2015","2015","European Free Trade Association","Social protection","Per mille",":"
"2015","2015","European Free Trade Association","Social protection ","Per mille",":"
"2015","2015","European Free Trade Association","Insurance","Per mille",":"
"2015","2015","European Free Trade Association","Insurance connected with the dwelling","Per mille",":"
"2015","2015","European Free Trade Association","Insurance connected with health","Per mille",":"
"2015","2015","European Free Trade Association","Insurance connected with transport","Per mille",":"
"2015","2015","European Free Trade Association","Other insurance","Per mille",":"
"2015","2015","European Free Trade Association","Financial services n.e.c.","Per mille",":"
"2015","2015","European Free Trade Association","Other financial services n.e.c.","Per mille",":"
"2015","2015","European Free Trade Association","Other services n.e.c.","Per mille",":"
"2015","2015","European Free Trade Association","Other services n.e.c. ","Per mille",":"
"2015","2015","Norway","Food and non-alcoholic beverages","Per mille",":"
"2015","2015","Norway","Food","Per mille",":"
"2015","2015","Norway","Bread and cereals","Per mille",":"
"2015","2015","Norway","Rice","Per mille",":"
"2015","2015","Norway","Bread","Per mille",":"
"2015","2015","Norway","Other bakery products","Per mille",":"
"2015","2015","Norway","Pasta products and couscous","Per mille",":"
"2015","2015","Norway","Other cereal products","Per mille",":"
"2015","2015","Norway","Meat","Per mille",":"
"2015","2015","Norway","Beef and veal","Per mille",":"
